nomor;full_text;label
171;Ganjar Pranowo Pemimpin Terbaik #GanjarPresiden https://t.co/mZZP8q9yu8;0
172;Ganjar Pranowo Pemimpin Terbaik #GanjarPresiden https://t.co/wWp6Cj74Vh;1
173;Ganjar Pranowo Pemimpin Terbaik #GanjarPresiden https://t.co/NZ3VNlNqK1;0
174;Ganjar Pranowo Pemimpin Terbaik #GanjarPresiden https://t.co/EZb745snJS;2
175;@__AnakKolong Mereka lupa dulu Jokowi juga menghadapi penolakan yg sama dari internal partai, jadi clear jalan dan tantantangan Ganjar mirip Jokowi.👍;2
176;"@Ganjaran_app @ganjarpranowo Sehat slalu pak Ganjar ....In Sya Allah lancar menuju R1 .....Aamiin yra.""";0
177;@CNNIndonesia Kalo sdh buat baju tempur ternyata gak jadi Nyalon karena di evaluasi oleh Bu Mega trs gimana Pak Ganjar?;2
178;@geloraco Jnganlah, kasian den ganjar uda lari mraton senusantara;2
179;Program-program GP👍 Aplikasi Jalan Cantik yang diluncurkan Ganjar dipuji warga. Aplikasi Jalan Cantik yang diluncurkan Gubernur Jawa Tengah Ganjar Pranowo sejak 2019 lalu, terbukti efektif untuk menangani jalan rusak.   https://t.co/8qyHrNuGjh Keysia Dingin Bali Tidur Binus https://t.co/xXQitiIIXD;1
180;@yusuf_dumdum Njaar..ganjar...bener2  boneka manja. baju saja dibuatkan pak de..;2
181;Not a fan of Ganjar. Tapi kalo pns pungli lu masih bela ya tolol wkwkkwkw;0
182;@VIVAcoid Ini artinya Pak Jokowi tak pandang bulu...meskipun orang2 yg mendukung beliau, tetep diadili jika salah...pokoknya Pak Jokowi selalu di hati kami, dan in syaa Allah tahun depan kepemimpinan beliau akan dilanjutkan oleh Pak Ganjar, in syaa Allah demi Indonesia Maju dan Berdikari💪;1
183;Ganjar Pranowo membahas masa depan bangsa bersama Gus Mus dan Gus Bwha #GanjarCapres https://t.co/WZIyTEin6o;2
184;Usut Punya Usut Prabowo Akan Dapat Tiket Capres PDIP Gantikan Ganjar? https://t.co/wu3P3VDdxm;1
185;@detikcom Waduh, kemeja gue yg begini harus gue simpan atau bakar aja ah.. jadi males make nya,ntar di kira penduduk Ganjar..🙄🙄;1
186;@mblengkung @merapi_uncover @ganjarpranowo @humasjateng @provjateng @Kemdikbud_RI @detikcom @kompascom @KompasTV @hariankompas @SCTV @Liputan6SCTV @Official_MNCTV @MNCupdate @MNCkoranSINDO @cnbcindonesia @cn Dan sayangnya tidak ada respon dari Ganjar akan masalah ini. Padahal gubernur Jawa Barat sudah tegas bertindak pada pelaku kecurangan PPDB SMA di Jabar. Jateng kok memble, opo mergo meh nyapres ??? Sabaaar nggih mas 🙏;0
187;Ganjar Pranowo bertemu dengan puluhan Masyayikh dan Habaib se Indonesia di Pondok Pesantren Al Anwar Serang, Kab. Rembang #GanjarCapres https://t.co/ty5sRkLaV5;2
188;@alisyarief cocok kan ganjar tahanan korupsi;2
189;@CNNIndonesia Lines of dangerous .garis garis ke hancuran di wariskan jokowi ke Ganjar hutang luar negri yg meroket ,rakyat dan anak cucu cicit kita harus membayar .yg menikmati super rich 1 % setan kapitalis .garis garis kematian  kriminal demokrasi;2
190;@ganjarpranowo memiliki visi misi yang sama dengan Pak Jokowi untuk keberlangsungan pembangunan menuju Indonesia Emas pada 2045.   Masyarakat siap dipimpin Ganjar, bersama Ganjar Indonesia menjadi negara yang makmur, aman, dan sejahtera.  Keysia Dingin Bali Tidur Binus https://t.co/UbsIwrNWdU;2
191;Baliho ganjar: TURUNKAN! tanpa disuruh  Baliho prabowo: oh, ada laporan masyarakat, kami akan turunkan  Ngerti bedanya? Netralitas itu apa???????;0
192;Ganjar Pranowo membahas pembangunan IKN Nusantara serta isu pendidikan dengan para Masyayikh dan Habaib #GanjarCapres https://t.co/YaAQ5sgrKp;1
193;@ganjarpranowo Masih MU kan pak? Bagi donk kemeja garis lurusnya.. Semoga sukses pak, aku dan klg pilih pak Ganjar.;1
194;Poor Ganjar 🤣 https://t.co/cSG1aUvL84;1
195;@Gus_Raharjo Mana bisa vro.... bowo bukan tipe yabg mau mendengar sperti pak ganjar wkwk...  pemimpin jadul...maunya monolog trus...;1
196;@DokterTifa @DokterTifa heran deh, sakit hatimu ke Ganjar kayaknya sdh sampai ke ubun ubun, sampai kau jualan nama Allah dan kau lukai hati org Jawa demi agenda pribadimu sebagai penjilat capres junjunganmu. Tunggu saja pembalasan dari Tuhan, atau balasan orang Jawa yg kau sakiti hatinya.;2
197;DISAIN BAJU HITAM PUTIH KAYAK SELIMUT UNTUK CAWAPRES GANJAR,,,PAS SEKALI DI DISAIN JOKOWI..  bermakna...apa pun yg dilakukan oleh pdip dan rejim pki hanya akan meninggalkan jejak hitam yg kelam di atas putihnya hati nurani rakyat...apakah bajingan2 tsb yg akan kalian pilih ???;1
198;Survei Capres dan Cawapres 2024 Terbaru Juli 2023, Elektabilitas Capres Prabowo, Ganjar, dan Anies   https://t.co/eVFXDGy6fg lewat @tribunnews   #surveicapres #elektabilitascapres #prabowo #ganjar #anies;0
199;@NajarSiregar @gus_dibyo @ganjarpranowo Den ganjar Mendadak MINGKEM.. ??  Piye iki 😄🤣;1
200;"@Dennysiregar7 Sesama Buzzer tuh selalu beda pendapat, @kurawa bilang kemeja terbaru ganjar warna hitam putih seperti selimut RS, sedangkan Om den bilang sudah benar"", kalian sebenernya satu pembina atau beda pembina om om 😆""";1
201;@03__nakula lah kok nesu su... lapo loh,. wes jelas ganjar gk duwe prestasi ko nesu su.asu;0
202;@Dennysiregar7 Ganjar mulai di tinggalkan..hahha;2
203;Ganjar Pranowo menyebutkan desa anti korupsi di Jateng, bentuk dukungan kepada KPK #GanjarCapres https://t.co/5rrgB1goCd;2
204;Keberhasilan @ganjarpranowo memimpin Jateng dapat menjadi cerminan dalam memimpin Indobesia . Masyarakat siap dipimpin pak Ganjar karena dinilai paling tepat memimpin Indonesia dalam mewujudkan visi Indonesia Emas 2045.  Keysia Dingin Bali Tidur Binus https://t.co/0GNC352HW6;1
205;Masyarakat menilai, Ganjar Pranowo semakin dipercaya lanjutkan togak kepemimpinan Indonesia #GanjarCapres https://t.co/8sZoDYpiPu;2
206;Masuknya Relawan Jokowi dalam Kabinet, Berpotensi Ganggu Pemenangan Ganjar https://t.co/v6JRY6uljJ;0
207;Ganjar Pranowo bisa mempersatukan umat islam berbagai ormas dan yang  berbeda keyakinan ,  mampu menjaga toleransi  Serta mampu &amp  berani melanjutkan pembangunan demi menjadi negara maju , sejahtera berkeadilan.;0
208;The next presiden Indonesia, Ganjar Pranowo tekankan prinsip tidak berbohonh dan tidak korupsi... Komitmen!! #GanjarCapres https://t.co/yZ53PzmsQC;2
209;@Dennysiregar7 @budimandjatmiko ooh jadi dia tau ganjar bakal kalah ya makanya dia say hello dgn prabowo;2
210;Aplikasi Jalan Cantik yg diluncurkan Gubernur Jateng Ganjar Pranowo dipuji &amp  diapresiasi warga. Kehadiran aplikasi tsb memberikan kemudahan kpd masyarakat utk membuat laporan &amp  mempercepat proses perbaikan jalan rusak. Pak Ganjar memang brillian.  Keysia Dingin Bali Tidur Binus https://t.co/IxAI5Fh23P;1
211;@Ganjaran_app @jokowi @ganjarpranowo Pak Ganjar terlihat sangat bahagia memakai baju yang di desain oleh pak Jokowi 🥰;1
212;Aplikasi jalan cantik yang diluncurkan Ganjar dipuji warga. Laporan tentang jalan rusak melalui aplikasi Jalan Cantik direspons cepat. Adapun Jalan Cantik merupakan aplikasi yang dimiliki oleh Pemerintah Provinsi Jawa Tengah. Keysia Dingin Bali Tidur Binus https://t.co/NihburWVOe;0
213;Keberhasilan Ganjar Pranowo memimpin Jateng selama 2 periode tercermin dari segenap prestasi dan juga kinerja yg di apresiasi oleh byk  lembaga &amp  kementerian.  Keberhasilannya dlm memimpin jateng ini menjadi cerminan Ganjar jika memimpin Indonesia.  Keysia Dingin Bali Tidur Binus https://t.co/hQRIFIgy42;1
214;@ilhampurnama887 masalahnya agama juga dijadikan bisnis mas😁😁. baik dari radikal maupun moderat apalagi musim pemilu pasti bawa-bawa agama biar menarik simpatisan yang fanatik beragama kaya baru-baru ini anies dianggap imam mahdi dan ganjar keturunan nabi😁😁;1
215;Diserang Lima Kubu: Tahun 2024 PDIP dan Ganjar akan Tenggelam https://t.co/Lhh69odyi6;2
216;@anon_sialan Ganjar setingkat lebih lucu dari Aldi Taher;0
217;@Ganjaran_app @jokowi @ganjarpranowo Pak Jokowi selalu mensupport pak Ganjar;1
218;@Miduk17 @Yopiluthfi2 Kalo bukan baliho Ganjar yg di turun kan pasti di dukung,tapi ini baliho Ganjar,pujaan mereka.;0
219;Survei Terbaru Capres Pilihan Milenial, Anies-Prabowo-Ganjar? https://t.co/JpAYT8TfPC;0
220;@tyoojani @HendrieBagusSa7 @ganjarpranowo Emang kamu udah riset dan pastikan bahwa itu jalan kabupaten ??? Dan kalaupun bupatinya tidak segera action, rakyat minta tolong ke  Ganjar sbg gubernurnya, gak bisa gitu ??? Pendukung oon kau !!!!;2
221;@MasBolali @budimandjatmiko @PDI_Perjuangan @ganjarpranowo Capres pak Ganjar Pranowo TOP emang 2024 Presiden RI Anies Rasyid Baswedan.;2
222;@psi_id PARTAI YANG BIKIN AHOK TENGGELAM... KINI GANJAR MAU DIBUAT TENGGELAM. KARENA CARAMU BERKAMPANYE DI MEDSOS.;2
223;@seruanhl yg sudah pasti terdaftarkan baru Pakde Ganjar yg lain masih mimpi ....  ngapain manuver2 jadi urusin saja dulu koalisi ntar malah gak terdaftar  belum nanti cari capresnya lebih jelimet ....;1
224;@Ganjaran_app @jokowi @ganjarpranowo Semangat ganjar pranowo dalam memperjuangkan rakyat;0
225;@MANDREX19 @tvOneNews Jenderal andika perkasa kan yg jadi calon pendamping ganjar. Kenapa dgn gatot 🤣😄🤭;0
226;@Ganjaran_app @jokowi @ganjarpranowo Kita membutuhkam pemimpin seperti ganjar pranowo;1
227;Silaturahmi Relawan Pendukung Ganjar. Ayo... saatnya kita kumandangkan Gerakan Garis Lurus ! Merdeka 💪💪🇮🇩  @ganjarpranowo https://t.co/PpA8eOfVbM;1
228;@Miduk17 @Panitia68285950 @Miduk17 ...mungkin maksud lho Ganjar sudah bicara karya orang lain yah..bhaa..bhaa...;2
229;@Ganjaran_app @jokowi @ganjarpranowo Perhatian banget jokowi kepada ganjar pranowo;1
230;@OposisiCerdas Stadion yg mengapung di atas awan akan di bangun Ganjar jika menang. Bagi penonton yang akan menuju stadion menggunakan tol langit yg telah dibangun Jokowi Indonesia akan hebat Ayo sodara sodara kita pilih Ganjar berame rame..;1
231;@rahmani_ima Pendukung Prabowo all out agar terkesan mendapat legitimasi dukungan dari Jokowi, pun pendukung Ganjar juga..lha padahal ex pendukung Jokowi skg nyaman sbg massa mengambang...buat apa saling klaim dpt dukungan  Jokowi coba? Konyol kan 😄;1
232;@MARQUEZ__93 @niwablezinky Semoga sandi diterima jd cawapres Ganjar, kan itu maunya jelas kan;2
233;@PetitahP Hehehe kwalitas pak Ganjar dibawah Budiman s?? Coba dulu nyalon jadi kepala daerah dikelahiranya;1
234;@uaisadam @ch_chotimah2 Ganjar disidang EKTP...gq mau ngaku 🤣;2
235;@KompasTV Biar ndoroh ganjar klihatan tegas  Demi citra dan suara semua perlu dicoba;2
236;@yunartowijaya @budimandjatmiko Djokowi Bukan segalanya. Mau DJokowi dukung Prabowo atau Ganjar, In sya Allah Rakyat tetap akan memenangkan Pak @aniesbaswedan;0
237;@Paltiwest @Puspen_TNI @_TNIAU Wajar Dia kan KEMENHAN hahahaha Sama seperti halya pak Ganjar yg  memasang sepanduk,baliho di wilayahnya Ya gak masalah,lah dia gubenurnya  Gak usah diributin ,lah Lagian kan baru capres partai, blom resmi terdaftar di KPU Hahahaha;0
238;@PKSejahtera @DrSukamta Alhamdulillqh  Saya bukan PKS;1
239;Bulan juli bulan suro manut Jokowi pilih Ganjar Pranowo  Dukung Ganjar RI1 👍  Pendukung Ganjar mana suaranya 😍 https://t.co/nn0Xf0aYwb;2
240;Maaf ya Bun!  Hebohnya dimana?  Pak Ganjar Pranowo bukan ngebet nyopras-nyapres karena beliau memang layak jadi presiden.;0
241;@Johnver22575404 Pudelnya ganjar yg satu ini rajin kaing2;1
242;@SantorinisSun Sy juga pilih Ganjar;2
243;@kompascom Tumben diadakan di jawa tengah pak ganjar coba sekali kali diadakan di sumatra kan semangkin terkenal;1
244;@ajengcute16__ @ganjarpranowo Oposan selalu gerah sama Ganjar,,,harusnya berusaha menaikkan elektabilitas Anis yg berada di buncit;0
245;@NinzExe07 Ganjar presiden...mampus ini imam cabul...;1
246;DISAIN BAJU HITAM PUTIH KAYAK SELIMUT UNTUK CAWAPRES GANJAR,,,PAS SEKALI DI DISAIN JOKOWI..  bermakna...apa pun yg dilakukan oleh pdip dan rejim pki hanya akan meninggalkan jejak hitam yg kelam di atas putihnya hati nurani rakyat...apakah bajingan2 tsb yg akan kalian pilih ???;2
247;Selamat pagi semua... Selamat Nusantara.... Selamat menjalankan aktivitas, semoga Yang Maha Kuasa selalu melindungi dan melancarkan segala urusan hari ini.  Jangan lupa kita panjatkan doa pula untuk Bacapres Ganjar Pranowo 2024 presiden RI. Aamiin! https://t.co/BTlEmUl5Oh;0
248;@Sotoy47098889 @VillageJaguar @ch_chotimah2 @erickthohir @ganjarpranowo Betul Wlo gue gak dukung prabowo tp prabowo kans menangnya 75% drpd ganjar;1
249;@Johnver22575404 Pudelnya ganjar kaing2;1
250;@SekarJayanti07 @ChyanaSurdin @psi_id eeh dia habib lho??  Entah ikut DNA siapa?;1
251;@vanc1Bozz Sebenarnya buang buang energi dan orang Jawa bilang muspro jika mendukung Ganjar Pranowo. Kita buktikan dengan rekam jejak dan prestasi. Semoga Allah SWT memberikan pertolongan untuk perubahan Indonesia yang berintegritas dan berkeadilan menuju Indonesia yang lebih baik.;0
252;@abwnews_ Lebih fenomenal lagi ganjar pranowo datang dari rakyat jelata....dan asli bukan keturunan;0
253;"@blackshark_7890 @Betadin7 Justeru krn jilatan nya itu scra tdk langsung ia tlh mbuka borok si Ganjar,knpa? Krn dia bkta,mas ganjar sdh mbuat kemiskan di Jateng menurun"" yg dia maksud kemiskinan Jateng menurun ke anak cucu/diwariskan ke anak cucu bkn bgtu pak..""";1
254;@ChyanaSurdin @psi_id Imigran bikin resah https://t.co/Mcw4GW0P0p;0
255;@AndiSinulingga Kalau gak dicopot katanya mencari simpati sama guru.....dan itu membiarkan pungli  Kalau di copot katanya mencari simpati karena mau nyapres...padahal dulu baru jadi gubenur di periode pertama ganjar sdh bikin gebrakan di jembatan timbang dishub itu masih jauh dari pilpres lho...;1
256;DISAIN BAJU HITAM PUTIH KAYAK SELINUT UNTUK CAWAPRES GANJAR,,,PAS SEKALI DI DISAIN JOKOWI..  bermakna...apa pun yg dilakukan oleh pdip dan rejim pki hanya berupa jejak hitam yg kelam di atas keputihan hati nurani rakyat...apakah bajingan tsb yg akan kalian pilih ???;1
257;Pak Ganjar Pranowo siap melanjutkan program Presiden Jokowi untuk Indonesia berdikari https://t.co/h41O2eHGlH;1
258;@yunartowijaya @budimandjatmiko Ada misi mempersatukan ganjar dan prabowo. Krn hasilnya akan dilaporkan ke hasto dan puan.;1
259;Pak Ganjar Pranowo pantas menjadi Umara yang berdampingan dengan Ulama. https://t.co/XVCYnd3dVk;0
260;@GilaFilmID Gak bahaya tah?   Ini mah loyalis ganjar;1
261;@ch_chotimah2 Seiring waktu berjalan Ganjar akan seperti Jokowi..🙏🙏;1
262;Pak Ganjar Pranowo siap melanjutkan estafet kepemimpinan Presiden Jokowi https://t.co/j9pTOTJVQV;2
263;Pak Ganjar Pranowo layak melanjutkan kepemimpinan Indonesia https://t.co/2uVxzotVYS;0
264;Rezim orba memang end, Ganjar yang akan meneruskan kerja dan program Jokowi di 2024.;1
265;Pendukung Ganjar, please jngn bully mas Bud. Kita tdk tahu apa yg sdng berkecamuk di dada nya. Semoga PDIP bijak menghadapi ini. Sedih memang 😔😔😔;1
266;@ganjarpranowo Sy dulu berharap.. Prabowo - Ganjar.....;1
267;Pak Jokowi 🥰 peduli untuk pak Ganjar.the next président RI;2
268;@papaagulaa @KimanTongkodu @tempodotco Entah masih mistery mahoni monas? Yemen ahlivsulap 🤣 https://t.co/37HnaaPyhJ;1
269;Ganjar memang yang terbaik   #GanjarPranowo https://t.co/LRinDbaa4A;1
270;Pak Ganjar Pranowo memang terbaik 👍💯 https://t.co/40UyylRsZX;2
271;Ganjar memang yang terbaik   #GanjarPranowo https://t.co/179RIwGe28;2
272;@Leonita_Lestari Makanya terima aja logika yg paling mungkin utk Indonesia semakin maju ke depan  Prabowo - Ganjar. Pasti cocoklah utk melanjutkan visit misi kebangsaan Jokowi (Jokowi = rakyat). Bravo mas Budiman👌👍;0
273;Pak Ganjar Pranowo pemimpin yang dekat dengan Ulama. Mantap! https://t.co/aF8Nrn9AFH;1
274;Pak Ganjar Pranowo adalah tipe pemimpin yang memahami betul permasalahan Indonesia. Dukung Pak Ganjar Pranowo untuk menjadi Presiden Indonesia https://t.co/OQfiu2Cj9K;2
275;ERICKTHOHIRNEWS|  Erick Thohir Sebut PAN Minta Dampingi Prabowo atau dan Ganjar - https://t.co/Xsy08LNVLN | BangkitBersamaET  https://t.co/4KSJoTPe7T;2
276;@03__nakula Tni harus mulai hati2..sda di goreng oleh antek2 komunis tr kait pencopotan baliho ganjar...antek2 komunis mulai mengadu domba...bravo tni..libas antek2 komunis yg mulai berani nongol...ingat sejarah thn 65..;0
277;"Cukup tentang BS. Kita up Ganjar saja.  Yg ingin pergi, biarkan pergi. Tak perlu ditangisi, biasa saja "" kata pak Ganjar. Tetap semangat 💪 https://t.co/5YddcOrEy4""";1
278;@gtobing2903 @prabowo @bawaslu_RI @KPU_ID @jokowi Di Medan berserakan itu baliho Ganjar . Kenapa ga di protes 😁;1
279;Ganjar Pranowo ajak relawan untuk ikhlaskan mereka yang ‘pindah kamar’ dalam gerbong dukungan politik. Hal tersebut disampaikan dalam konteks gernbong dukungan politik, termasuk sejak bersama mendukung Jokowi memenangkan dua kali Pilpres https://t.co/No67S5ZGXO;1
280;Ganjar Pranowo memang layak jadi Presiden   #GanjarBawaRIMakinMaju #GanjarPranowo #GanjarPilihanRakyat #GanjarPresiden2024 https://t.co/9aAmcPum8y;2
281;Pak Ganjar Pranowo sukses menjadi Gubernur Jawa Tengah, dan bisa dipastikan beliau akan sukses ketika menjadi Presiden Indonesia https://t.co/0kGUl3lgnz;0
282;Ganjar Pranowo memang layak jadi Presiden   #GanjarBawaRIMakinMaju #GanjarPranowo #GanjarPilihanRakyat #GanjarPresiden2024 https://t.co/l1zLo5LNqn;0
283;Ganjar Pranowo memang layak jadi Presiden   #GanjarBawaRIMakinMaju #GanjarPranowo #GanjarPilihanRakyat #GanjarPresiden2024 https://t.co/TEGfsm7EtH;2
284;Ganjar Pranowo memang layak jadi Presiden   #GanjarBawaRIMakinMaju #GanjarPranowo #GanjarPilihanRakyat #GanjarPresiden2024 https://t.co/FQxXPItaUs;1
285;Terlihat jelas sosok kepemimpinan seorang Presiden dalam diri Pak Ganjar Pranowo. https://t.co/FZ0mXGvhps;0
286;Kita komitmen mendukung Ganjar Pranowo https://t.co/nr2pCoVRVN;0
287;@VIVAcoid Jenderal Sudirman seorang guru agama Ganjar seorang pembokep Jelas  ?;0
288;@budimandjatmiko Tolong perjuangkan agar 2024 nanti kami bisa memilih pasangan Ganjar - Prabowo. Opsi itu akan membuat biaya pilpres jadi murah dan berkualitas.;0
289;@RomeoWalker19 Pertanda ingin mendukung ganjar dan mengharap dapat jatah menteri 😂;0
290;@PartaiSocmed @ganjarpranowo @susipudjiastuti 😂 ganjar ya jelas tidak kagak ada prestasi;1
291;@ganjarpranowo Hitam ya hitam. Putih ya putih. Hitam putih itu jadi apa mas ganjar???  https://t.co/aDAZewYOyG;0
292;@themorningtide @datuakrajoangek Dan, yg jadi presiden Mandela, bukan De Klerk... Yg jadi Presiden Jokowi bukan Prabowo👍. Atau yg jadi Presiden Ganjar, Prabowo tetap Menhan, itu 👍;2
293;@psi_id Lha bukannya kemarin dukung Ganjar...apalagi yang ditunggu;0
294;@kurawa Jujur mengelikan dan memalujan Justru motif tersebut malah membuat tdk ada kesan yg baik. Gak nendang dan tdk kreatif. Semakin sooor aje tuu ganjar.;2
295;@AsatArifin5 @giribatjo56 @jansen_jsp @ganjarpranowo Ganjar gak bakal berani. Irama dan pilihan kata itu bisa jadi cerminan sikap temperamental. Mentalnya mental penjilat. Ya seperti kamu modal jilatan.;1
296;FOTO: Baju Garis-garis Hitam Putih Jadi Seragam Tempur Ganjar Pranowo https://t.co/utkkI0MoTP;2
297;Kontribusi pak ganjar dalam membantu dan memberikan perhatian kepada masyarakat kecil sudah banyak buktinya. Meskipun belum sepenuhnya merata, namun tak sedikit juga yang merasakan manfaatnya. https://t.co/qVlIQ5Fmum;2
298;Sangat mengapresiasi kegigihan dan konsistensi pak ganjar dalam membina koperasi di indonesia, semoga kedepannya bisa  semakin maju dan sukses untuk koperasi koperasi di seluruh tanah air https://t.co/98SrAxlTcs;1
299;Latar belakang yang dimiliki Pak Ganjar membuat pak ganjar memiliki sifat sederhana dan sangat paham arti dari perjuangan, kesederhanaan pak Ganjar sangat erat kaitannya dengan masyarakat. https://t.co/NTBjD10C75;2
300;@katrinrienks @Leonita_Lestari Gilaklo sekelas Prabowo di suruh jadi cawapresnya Ganjar 😅 . Lo pikir hebat x Ganjar;1
301;@pwettynxde Pengen nyobain kakanya;0
302;Anies, Ganjar n Prabowo adalah 3 putra terbaik bangsa, siapapun maju sbagai capres nanti dan tentu dengan segalah kelebihan dan kekurangan masing2, dengan perspektif pendukung masing2, ayo kita kita jadikan pemilu 14 Peb. 2024  sbgi sarana kedaulatan yg menyenangkan n gembira;2
